Country,title
,Locust Street (Album Version)
US,The Main Thing (LP Version)
,Ayer
,Sinnloz/ Anakonda (live)
,Kudian Kudian
,Prick For President
US,Ave Maria
,Supercuts
,Annie's Angle
,Explode (Instrumental)
,Dal labbro il canto
,You Are Always On My Mind
,Dreidel_ Dreidel_ Dreidel_ Dreidel!
CU,Waheera
,The All-Ireland
,Port now!
,All at sea
,Sixth of June
,El Gallo Y La Vaca
,Goofus
,Second Chances feat. Bilal & Darien Brockington
,To Diazigio
,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité
,Travellin' On
US,Flowers On The Wall
,Family Galaxy
,Fall In Love
AR,Autores Anonimos
DE,Gullveig
GB,Motorcycle girl
,Reckoning (Album Version)
US,Festival Of Love
US,You Were On The Right Street
US,I Wouldnt Change A Thing
,Halloween II
US,Garbage Dump
,Zuo Li Bu An
US,Cutting Edge
,Father John Macleod's Jig
,Please Come Home For Christmas**
,Please Listen To My Demo
US,Lo and Beholden
,Caray! (con Loquillo_ directo Enjoy 07)
,Pennies From Heaven
,31 - 40
US,When Tomorrow Hits (Album)
GB,Take The Long Way Home
,Blood Will Fall
,Train_ Train (LP Version)
US,Come On Shake My Feelin'
US,Deep Blue Sea (Daniel Rossen home recording)
,Garfield - A Tail Of Two Kitties: Mirror Dance
FR,Maria Morena
,Ammohostos
,The Mission
,Vals '89
,Rapture (Us Disco Version) (1999 Digital Remaster)
NO,In the Wordless Chamber
,Un Petit Cabanon Pas Plus Grand Qu'Un Mouchoir De Poche
,La vérité
,Ghost of the Ocean (Live)
,Belly Dancer (Bananza) Remix ft. Kardinal Offishall
,Me Recuso
,The frog song
,Lametavolante
,Old Shep
,Azzurro
,Bullet Proof ... I Wish I Was (Acoustic)
US,Petticoat
US,Sometimes I
US,Un ballo in maschera (2002 Digital Remaster)_ Act 2: Oh_ qual soave brivido (Riccardo/Amelia)
,Je me sens libre
US,Compatible
,How Bad Do You Want It
BR,Ole Ola
,Cuts (Bobby's Still In Williamsburg)
US,I've Got A Thing About You Baby (Album Version)
,Moore Street Girls
,Miserere: IV. Quoniam Iniquitatem
,Bad
,Estar Junto A Ti (Angel)
,Le Pull Over
,Speak Softly
US,Slivery
US,A Song For You (Feat. DMX and Chris Notez)
US,On My Own (LP Version)
,Alter Mann
,You Are!
,Get F#%ked Up
,Arabian Night
US,Why_ Now Baby?
US,The Wind (Tears For You)
,(The Grave Prelude)
,Boo Hoo
,Losing Love (DJ Wout Remix)
US,Ooh Wee Baby
,All das mag ich
,Three Times Seven
,Owner Of My Heart (Album Version)
,Navicularia
,Good Girls_ Bad Guys
,Janus (Riff Monster - topical)
US,Jesus Can Work It Out
,Bartholdi's Dream
,Rock America
US,Wy Wouldn't I
,Givin' My Love
,Don't Panic
US,My Soul Is Gonna Live With God
,Sheds And Weeds (Barracos E Arbustos)
,Hunter
,Cancáo Do Amor Demais
US,Runnin' Away
,El Terror
,Like Dylan In The Movies
US,Who Can Handle Me Is You
,Bamboo Blue
,The Earth Will Shake
,MY CONSOLATION (LP Version)
,All My Senses
,Tatter Jack Walsh
,Ojos Así
,How U Want It?
,The Think Drink Theme
US,Spin (Album Version)
GB,Lose This Skin
,Run's House
,Ethiopian Serenade
US,Réjouissance [I'll Cry Instead]
,Latinas
,The Kingdom - Titles
,Drunken's Man's Dream
,No Sympathy For Fools
IE,Katie
,Dangerous Dance
US,I Am Your Mother Too
,Cabide
,Dogs
,21st Century Time Bomb
,Exodus
FR,Bitesize - Electro Beats Mix
GB,C30 C60 C90 Go
,La Machine
ES,No tendrás casa
,Harlem Nocturne
,Think About Me
,Moonlight Lover
US,Get Away
,Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version)
,Les Corps Glorieux: III. L'Ange aux parfums
US,Nevada's Grace (Album Version)
,Top Of The World
,Bedtime Story (Album Version)
US,This Little Child (Brown)
NO,Pass The Earplugs
,Silent Night_ Holy Night! (Album Version)
,Crappy Shop (50 Cent Diss Track)
GB,Fortune Teller
FI,Metamorphosis
US,Ebb Tide
US,Way Way Back
GB,Spanish Fly
,Southern Fried
,Africa
,The Way I Loved You
US,The High and The Mighty
,Je n'irai pas ailleurs
US,Ya Got Me
,All In A Day (Live @ The Troubadour_ LosAngeles)
CA,The Passion (Regular)
US,Where in the World
,Domino
,Love the One You're With
,Dedicado
US,Just One Of Those Things
US,Keep On Doing What I'm Doing
,To Your Arms of Love
FI,...and Heavens Cried Blood
,Again
,Tobacco Spit
,Eu E Meu Coracao
,Twerk (feat. Yo Majesty)
,Sleepwalker
,Finding My Way
GB,Creepshow Remixes (Soul Of Man Mix)
FR,Comme Toi (Live)
JM,Go Now - Original
,There Will Come A Day (Album Version)
,Exiliado En El Lavabo
US,Fell In Love Today
,Smile
,Voices Inside My Head
,Kalanta
,Everafter
US,Nehi Mamma Blues
,Living Again
US,Where Is The Love?
,Farther Along (Favorite Hymns Sung By The Homecoming Friends Album Version)
AT,Presenting The Eight Wonder Of The World
,La Alegria Del Batallon
US,The Same God
,Rappin' About Rappin' (Uh-Uh-Uh)
,Walls Of Jericho (Album Version)
,Ultra-Funk
,In The Midst
PT,Sacred
,You Turn Me
,It's All Wrong_ But It's All Right
,Nomades Monades
,Hidden Sun
,Hold On Tight
CA,The Last Stand
,Mosquito Coil
,The Planet (Explicit)
,Rain Love
,Buck's Going Downtown (Album Version)
US,Trio (1932)_ Movement 3: Moderato
US,Lip Smacker
,Heavy Like Sunday
,Dance Into The Light (LP Version)
,Un Res Pyr
,NE Thang
,Standing Knee Deep In a River (Dying Of Thirst)
,Se Puede Salir
US,I'm Gonna Move To The Outskirts Of Town - Live
US,Comerte A Besos (Bachata Version)
,The Munster Cloak
US,Sweet And Lovely
,Intro / Time For Some Action
,The Hood Comes First (LP Version)
,Fabrication
,Das Gelübde
,Jack's Lament
,Drowning In Public Approval
CU,Appapas Del Calabar
US,I'm On My Way Blues
US,Side Street
,Chocolate Squirrelador (Album Version)
US,Cadillac Walk (Album Version)
,Aguas Claras De Olimpos
,What Goes Around...Comes Around
,Perkiomen
GB,Weighed Down
,This Guitar Says Sorry
JM,Try Love
,Jour De Chance (Lucky Day)
,Tu Recuerdo
US,My Baby
,The Reach
,Ese Que Traes A Tu Lado
,No Next Time
,I Will Shelter You
,Safe in Numbers (Album Version)
US,It's All In The Word
,"Nova (originally from ""failure"")"
US,Nervous Breakdown
GB,"Slave To Love (7"" Version) (2009 Digital Remaster)"
US,Mona Lisa
,1987
,Folião Ausente
,A volta da mulher morena
US,Persuasion
,Sin Poderte Hablar
GB,No
,He Who Breeds Pestilence
,Sympathy
,In Our Hands_ Once Again
,Another Day Another Night
,Hohoemi No Bakudan (YUUYUUHAKUSO Opening Theme)
,Rendez-Vous
,Underlying Lies
,"Carnival (from ""Black Orpheus"")"
US,It's Alright
FR,Les Femmes Des Autres
US,Dying to Know (Album Version)
AR,Endless Flight
,Poem To A Horse
US,You Make Me Feel Good 
,Wow
,Touch You
,Black Diamond
,HUM
CH,Personne Stop (feat. Nixon)
,Still I'm Sad
,This Time (Learning To Trust Album Version)
US,Girls All Pause
,Hengähä tok
,Looking For Clues
ZA,Stay Awhile
US,After The Dark
,Questo sporco mondo meraviglioso
GB,Going Down
,Paul
,Walkin' Away
JM,Have you got a Minute to spare
US,Up Close and Personal
,Ooh Baby (feat. Lil Bandit & Royal T)
US,Pantera Fans In Love
,Let The Kingdom Come (Freedom Album Version)
,Liar in the Glass
US,A Man Can Only Stand Just So Much Pain (Bonus Track)
,Everybody's Blues
DE,Platoon Goons
FR,Dolorosa (Live)
,Nigun
,Lana Lee
,Versos Gaiteros
,Sandpolskan
,Down in the Lowlands
,Two Hearts
,Bank
US,The Professor's Conference/Horse Feathers (Dialogue)
,I've Got A Woman - Original
,When A Man Is Wrong (Album Version)
GB,I Hope The Weather Stays Fine (Remix)
US,Mexican Joe
,Who Did You Think I Was
,Die berüehmte drü Wörtli
US,The American Ruse (LP Version)
TJ,Stood Up
,Alone in Love
,Books & Books
,Didgeralia
,Ji Yi De Hua Yuan
,Fairground (+ Sample)
US,Goin' Steady
US,Fertile Crescent (bonus track)
,Such Grand Ideas
US,Ride Ranger Ride
,I Am The Club (Explicit Album Version)
US,Rock & Roll Overdose [Live Version]
CO,Death Of Neira
US,Janice's Party
US,Occasional Rain
,Whispering Grass
,Allegro io son
,TLFM (Toutes Les Femmes En Moi)
,Sensible
,My Lord
,Otra vez
MX,Endless Ocean
,Cerca & Extraño
,Stranded In The Jungle
,Dancing With Ghosts
US,Every Other Way
US,Here With Me
,Air On A Six String
,Somebody's Someone
CA,Career Suicide (CD)
US,No One Hears You
,Al Munda Dios Amo (LP Version)
,Obama's Election (Best of 2009)
,Lullaby
US,Generation Aliens
,My Dear
US,Milk Cow Blues
,Building
US,He Will Break Your Heart
,Parto em terras distantes (2.ª versão)
,Realizer
,The Urge To Merge
,School
,Once a Year
US,666lb. Bongsession
,Top of the Hill_ Bottom of the Valley...Uhh!
,Vogue [Live]
,Our Sand
,What If
,Hesitate
,Dysfunction
,Real_ Real_ Real (BBC In Concert)
SE,Då är det jul
,Sweet Contradiction
,Why can't we live together
US,Sorrow's Call
US,Night is the Notion
,Aunque Tu Mami No Quiera
,Wicked Little Town (Album Version)
,How Beautiful (Cry For The Desert Album Version)
,Police Opression
US,How Long Will It Take
,God Lead Us Along (Homecoming Hymns Version)
,Xing Dao Shou
US,Ella Weez
,The Process Revealed
,Something About Mary
,I Never Know
,Escuta_ Noel
US,Turn It Around
,Love Is Gonna Get You
,That's What You Said  (LP Version)
,Mumbling or hearing loss?
,Saved
,Can't Stop (Mind electric Remix)
,Light Of A Clear Blue Morning
US,Meat Parade
US,Watermelon Man
BB,SOS
US,Somebody Loan Me A Dime
US,Flamenco Sketches (Intro)
BR,Manhã de Carnaval
US,Even If I Tried
CU,Se Acabo El Carbon
CA,Caught In The Crossfire
,High-Speed French Train
,Summer Of Love
,Headlock
NO,Where To Piss And Shit In Oslo
GB,Shifty Disco Girl
,Missing (Olivier Berger Mix)
,Borrare Tu Nombre
US,Kids Of Tragedy
,I Cannot Believe It's True
GB,Kinky Afro [Remastered Version]
US,Chains Of Love
US,When My Ship Comes In
US,Come Next Monday
US,Show Me
US,Minuet in g minor
AT,Brillantin' Brutal'
,Living Dead
,Gib mir den Tod (Live)
US,Midnight Rider
,Chao Wo
,Miserere: XI. Cor Mundum
,Lillie Anne
,Two Wars
US,Frustration
US,Slash
,Sigui
,It Must Be Love (Live Acoustic Version)
,Out Of The Danger Zone (Degarmo And Key Album Version)
,Autobahn (Live)
US,Whispering Grass - Original
,What It Do
,Aqui Estoy
,O Mein Papa
,Stop It
,Ain't Goin' To Beg You For That Stuff
GB,Life Is Wild
,Ruff Ryder's Anthem (Guide Vocal)
US,Pretty Girl (Amended Version)
,Es klappert die Mühle
,I Only Want To Love You
,Price Of The Fire
,Pork Chop Sandwich
US,One of Us
JM,Half Way Up The Stairs
,It's Bad For Me (Album Version)
US,Break The Ice
NZ,Untitled
,Estacao Primeira Da Mangueira_ Viva Do Samba
,Sorry Feat. Rafaqat Ali Khan
US,I'm On The Run
,Mefistofele/La luna immobile
,RECKLESS
,What's Your Damage?
US,Stay With Me
,Through Bucky's Eyes
,Sleepwalkers
,Tender Lies
,Don't Stop
,Artie In The Sky
,The Big Rock (LP Version)
,Welcome
US,One Shine
,Too Bad
FR,Comme hier
ML,Tenhert
US,Cheer Up! Smile! Nertz!
,When You Were Young
,Moving Mountains
,Te Parto el Alma (inter. El Tariacuri)
,Satin Doll
,Suckin' On Suzie
FR,M. tagu va au marché
,Saturday Night Special
,I singe dir es Lied
US,Church_ I'm Fully Saved Today
,We Got Da Dope
,A Rush Of Blood To The Head (Live In Sydney)
US,Adventure No. 8
US,Synthesizer
,Feelin` Alone
US,Room 13
,Shawty Get Loose
ZA,Blue Moon
US,Fantasia 6: Mudarra
,Speak Low
US,Silent Movies (Album Version)
,Riot In Cell Block N.9
US,We've Got It All
,Canon In D
,Sittin' Here With Nothing
US,Jah The Only One
,Lord of Shadows and Golden Wood
US,Dangerous Mood
BB,The Hotness (ft. Shontelle)
,Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...
,Lontananza
,Is It A Myth?
BR,Samba De Duas Notas
,Melangtäras intåg i Kallsta
,Still Caah Nicer Dan Yard
US,Rhapsody In Blue
US,Everybody Loves You
,Long Day (Album Version)
US,Castle Of My Dreams
,The Long Goodbye
FR,Que Devient Ton Poing Quand Tu Tends Les Doigts
GB,Lost
,Halt mich
,Take Me To Paradise (Nicky Scanni's Garage Mix)
,A Sound That Only You Can Hear
,I'm A Believer
,Thrill Me (Atfc's Jackhammer Re-Rub)
,Sunday Morning (Sony Connect Set)
,The Other Boleyn Girl - Opening Titles
CA,Up On That Cloud
US,Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster)
,Gaita Gaitero
US,Liar of Nastrond
,Man In A Suitcase
,Baltimore Oriole (2004 Digital Remaster)
US,Baby's First Christmas
,Freeword
,Columbia
,Vaya (Live At The Beacon Theatre)
CA,Laundry & Dishes
CU,Los Conguitos
US,"Return Of The ""G"
US,The Things That I Used To Do
,Fruko's  Boogaloo
US,Life Of A Star
,Pauvre Jean
US,Estoy Contigo
,Face
,Big Sister
,Aphrodite (1999 Digital Remaster)
,Leaving Melbourne
,Akh Larh Gayee
,Galope A Beira Mar
,Where Ya Heart At
,A ti
,This Is My Life
,Elle Voulait Jouer Cabaret
,Samba de Paris
,God Smack
AU,Portland_ Oregon
,Mother's Little Helper
,Lil' Boy Fresh
,Sun Shower (Single Version)
,All Of You
,Ovanlär
,Dream On (LP Version)
,Juke Appeal
US,New Shoes
US,Sweet Harmony (LP Version)
US,Stand Down
US,Don't Look Back
,The River
US,Kinghead Shuffle (Little Freddie King)
,Who Cares
,Tenemos Amigos
,Lover
,Que paso
,Forever Until Sunday
,Agrymonyzer (Matsingena Mix)
,You Make Me Feel So Good
US,Just A Glance Away
US,Rosalita (Come Out Tonight)
AU,Humanity
GB,Spencer-Tracey
,Bliss
DE,Planetary Takeover
,Lust for life (recorded during the us tour in 1986)
,Pichleh Janam Dee
,Watermelon Man
PR,Controlando El Area
,Tarha Tinghi
,Gwithian
,Turn This Thing Around
US,Boll Weevil
,Largo
,Succotash
,Les Trois Orfèvres
,Don't Crush It
,Pictou County Coal
DE,Fool For You
US,Wasted Days And Wasted Nights
US,What I Like (Womens)
US,Time Will Tell
FR,Le Coeur Du Volcan
US,East Wind Drum Call
,Intro
US,We're Here To Stay
,Here Comes The Big Parade
,Tschung Mori
US,I'm Gonna Let My Love Flow
,Una noche serena y obscura
US,Friday Night
,Red Hot Pepper Pot
,Rhymin' Spielin'
,I Love You More Than You'll Ever Know
US,Juke Joint
US,In The Hills
,Watch Out for The Birdsongs
,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XVII
,Map Your Psyche
,You Are Holy
,Harmonia
,Heaven (LP Version)
,It Don't Mean A Thing (If It Ain't Got That Swing)
,Girle Girle
US,Rosa Rio
,The 4th Dimension (LP Version)
,Greatest X
,Soliloquy (2001 Digital Remaster)
,Xi Yang Wu Xian Hao
US,We Wanna Change Our Band Name
US,If I Can't Have You
,Si Tu Me Dices Ven
US,Widescreen
US,Medley: Father_ I Adore You/More Precious Than Silver
US,The Devil Made Me Do Dat (LP Version)
US,La Bamba
CD,Dyna
AT,I Am
,Monsoon
,Joe Avery's Piece
US,Deep Inside
GR,Thorns of Charon (Pt. 2) - Emerge from Hades
,Shadrach (2009 Digital Remaster)
,El Bipper
,To Pirame
,I Saw Destruction
,Sonata I.X.1905: I. Preduycha (Janácek)
,How Insensitive
,A Love That Keeps On Giving (Silent Witness Album Version)
,Halintamyymälän aamutoimet
GB,Hear Me Now
,Großraumbrand
US,Yesterdays
US,EZ Cuz You're Beautiful (Album Version)
US,Woodcarver
US,Manila
US,Techno Cumbia
US,Put Your Hand In The Hand
,Decide
ES,Temblando
,Sitting In A Dim Café
US,Heartburn
,I Want You Back
,LDN (Warbox Original Cut Dub)
,Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx)
,Interlude (Album Version)
,Desperate Man Blues
,Open Up Your Mind (Guido Osorio Club Mix)
,Ready For The Floor (Radio Edit)
,Held Der Tastatur
,The Nightmare Begins
,Satanic Majesty
US,Wailin'
US,What You Want
,On The Money
,Precís
FI,Terve menoo jätkänretale
,Trouble (Studio)
,Ask You for a Dance
,Soul makossa
,Bad People
US,Roter Rolls Royce
,Baby Here I Am
US,When The Moon Comes Up Wild
,Adagio (Albinoni)
US,The Lone Prairie
US,Music Is The Healing Force Of The Universe
,In This Legacy
US,When We All Get To Heaven
,Death Of A Nation
,Titanium (2009 Digital Remaster)
US,Long Way 2 Go (Album Version)
,King Bong
,Riot In Cell Block #9
US,Bullmoose (LP Version)
GB,Émergences: III. Fragments d'épaves
GB,White Winter Hymnal
US,Start Even
,Send Me The Pillow You Dream On
,We Need Love
,"How To Say ""Rip Them Off""_ Repeat After Me"
,I Hate Christmas
GB,No Good Without You
CH,Fantasia In C Major BWV 570
,The Deceived
,Notausgang (feat. TimXtreme)
,Rise & Shine
US,Peroxide Blond
,As Long As I Know
,Cuando Seolvida El Amor
FR,You Appearing
DE,Machopolka
,Sitting In The Park (Medley)
,Horns Of The Bull
US,Ride To Atlantis
US,The Lie
,Take My Breath Away
,Party In The Stomach (LP Version)
,Lluvia De Acido
CA,She's So Young
FR,L'Homme De Paille
,Expire
US,End Of The Age
,Talk To Me
,Not Forgotten
,Sliabh Geal gCua
NL,Time Flies
US,Don't Let My Teardrops Bother You (Album Version)
,At The Movies (Live)
,Send Me An Angel
US,Rotten Apples
,Muh- F***a
FR,Regarde Un Peu La France
,Blue Blue Day
,Yi Xing
,Groovin'
,Witchcraft
,Again And Again
US,How Deep The Father's Love For Us
,Prophecy
,Masuwa
,Tombé Pour Elle (L'Île Aux Oiseaux)
US,If I Was Your Woman
US,The Sector of Foliage
,Frou-frou
US,Eight More Miles To Louisville
US,Jump In My Bed
,Pastas Y Vino
US,Clown
US,All I Can Do
,Privilege of Evil (From the Privilege of Evil EP)
,Women
JM,Jah Jah Children
,Mailbox Arson
US,Lost Again
,Your Recipe
,One Person At A Time
,Break That Ice
,Take My Hand
,Siks oon mä suruinen
,Vous Qui Passez Sans Me Voir
CH,Te Deum Laudamus_ BuxWV 218 : II Te Martyrum Candidatus (Remasterisé En 2010)
,Highest State of Consciousness
,Don't Take Your Spirit Away
,We Gotta Talk
US,Todo Tiene Su Fin
,Proibida Pra Mim (Grazon)
MX,Amigo (Con el Coro de Infantes de la Basilica de Guadalupe)
,Chime
,Bag á l'ame
JM,Livin in the Jungle
,Givin' It Back
,Chiaroscuro
,Bodhrán Solo
,Cracking Under Pressure 83
,Split Part One
,Affliction
,Jenny Says
CD,Bakwetu
GB,Sunshine (Album Version)
,Miss Elaine
,A Song For You (Live)
,What You Want [feat. Total] (Album Version)
US,You Don't Get Much
,Decimas
,Mostly Tha Voice (Explicit)
US,Leave You In The Hands
,Frigide
US,Beams Of Heaven
,On and on
,Still
,informa
,Everyday I Have The Blues
,Für mich soll's rote Rosen regnen
,American Dream
,S.O.S.
,A Boy Who Can't Talk Part 2
,Christmas All Over Again
GB,Planet E.
GB,I Want More - Part 1
,I Am Here
,I'm Your Witchdoctor
,Out Demons Out (Live) (2004 Digital Remaster)
GB,Better To Have Lost In Love (Than Never To Have Loved)
,Motownphilly
US,Tomorrow
,Tokyo
,Un Pensamiento
,Abused And Unloved
,One Scotch_ One Bourbon_ One Beer
,Choc'late Ice Cream Cone
,Metal Militia
GB,On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub)
,Awake II
,Eugene's Lament
US,Lost In The Future (False Start -#1)
,Mihodina ny tany
US,The Woman I Need (Honky Tonk Mind)
,Goodtime Charlie's Got The Blues
,Key To The Highway
,Balle Balle
,Passage To Melilla
US,Blood Children (an Introduction) (Album Version)
,Plejersko ponasanje
US,Never Be (Bonus Track)
GB,Natural High (Interlude)
,Hole In My Head
US,Georgia
,What It Ain't
,Fire Alarm
US,Someday Baby
,Get It While You Can
GB,Spiritual Passion (aka Dubious)
,Simple Man
GR,Other Side Of Antarctica
,You Devil You
US,It Aint No Good To be Good 
,Shrine (Reissue) (Album Version)
US,Message To A Friend
,Too Much Stuff
US,Let's Lock The Door (And Throw Away The Key)
US,Floating (Edit)
GB,You're My Girl (LP Version)
US,A Devil's Ransom (Album Version)
,Breathe Easy
US,World On Wheels
,Erinnerung an die Meseta
US,Stay Down Here Where You Belong
US,Hoop of Flame (III. Between Two Worlds)
,Turn Me Around
,Mahafinaritra
,Dawg Call (Acappella)
,Try to live
US,Full House
US,Tic
DE,Zap Zap
,Morning Has Broken
,Rendezvous - Ich hab' Dich seit langem nicht gesehen
,The Beautiful Shepherdess of Arcadia
,Overdrive
BR,Visitando Zabelê
US,She Made My Blood Run Cold
IE,Here I Am King
,Chemistry
IE,Jig: A Chailleach_ do Mharais Mé
,Join The Parade (Album Version)
,Albi Eshiha
,Si Tu Regresas
US,Slow Poke
,A Poor Man's Roses
,I Still Want Your Love (Extended Mix)
,Hell On High Heels
,You Got Soul Loop (104bpm)
,America The Beautiful
,My Buddy
,Sunny Day
,Karma Violins
US,Lluvias De Cristal
FI,Raha ratkaisee
,Standing In The Shower... Thinking ( LP Version )
,Song
,13 De Mayo
CA,Dead Wrong
,All I Want
US,I Never Picked Cotton
US,I See God
,Strange meeting
FR,Je N'ai Plus Rien A Te Donner
,Comfortable
US,Hound Dog
US,Worried Mind
US,Love Me
,Stuck In A Moment You can't Get Out Of
CA,Up Among The Heather
,Have fi pray
US,Vera Begs Dylan
US,Losers
,Games People Play
,The True Beast
,Warung Beach
,Answer The Call (Powerhouse Album Version)
US,Wonderful One
,Fly Away From Here (Graduation Day) (Album Version)
